sample_id,router_name,budget,domain,ocr_text,vlm_raw_output,final_text,gt,backfill_status,backfill_reason,edit_distance_ocr,edit_distance_final,delta_edit_distance,vlm_model
GeoP0205_L007,WUR,0.3,geology,流速度永远小于实际流速,渗流速度永远小于实际流速,渗流速度永远小于实际流速,流速度永远小于实际流速,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0207_L014,WUR,0.3,geology,含水层入渗系数,含水层渗透系数,含水层渗透系数,含水层入渗系数,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0208_L011,WUR,0.3,geology,(1)含水层空隙中水由于水压力降低而膨胀释放出来的重力水共同作用,(1)含水层空隙中水由于水压力降低而膨胀释放出来的弹性水}共同作用,(1)含水层空隙中水由于水压力降低而膨胀释放出来的弹性水}共同作用,(1)含水层空隙中水由于水压力降低而膨胀释放出来的重力水}共同作用,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0208_L027,WUR,0.3,geology,(3)其地下水的补给主要来源是大气降水，河水和两岸的基石裂陈水,(3)其地下水的补给主要来源是大气降水、河水和两岸的基岩裂隙水,(3)其地下水的补给主要来源是大气降水、河水和两岸的基岩裂隙水,(3)其地下水的补给主要来源是大气降水，河水和两岸的基石裂隙水,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0209_L014,WUR,0.3,geology,④横向环流：河流横断面上存在水面的横比降，使水流向下游运动。,④横向环流：河流横断面上存在水面的横比降，使水流不只向下游运动。,④横向环流：河流横断面上存在水面的横比降，使水流不只向下游运动。,⑭横向环流：河流横断面上存在水面的横比降，使水流向下游运动，,accepted,accepted,2,4,2,gemini:gemini-3-flash-preview
GeoP0211_L028,WUR,0.3,geology,(3)负偏分布，(s<0，系列出现小于均值的机会比大于均值的机会少,(3)负偏分布，Cs < 0，系列出现小于均值的机会比大于均值的机会少,(3)负偏分布，Cs < 0，系列出现小于均值的机会比大于均值的机会少,(3)负偏分布，Cs<0，系列出现小于均值的机会比大于均值的机会少,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0212_L004,WUR,0.3,geology,2.Cs越大，频率曲线中部上端越陡，中段曲率变大，下端变平缓,2. Cs越大，频率曲线中部上端越陡，中段曲率变大，下端变平缓,2. Cs越大，频率曲线中部上端越陡，中段曲率变大，下端变平缓,2.Cs越大，频率曲线中部上端越陡，中段曲率变大，下端变平缓,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0212_L012,WUR,0.3,geology,(3)结论,3)结论,3)结论,(3)结论,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0212_L025,WUR,0.3,geology,③相关分析的分类：完全相关(函数关系)；零相关(不相关，没有关系)；统计相关(直线关系),③相关分析的分类：完全相关(函数关系)；零相关(不相关，没有关系)；统计相关(相关关系),③相关分析的分类：完全相关(函数关系)；零相关(不相关，没有关系)；统计相关(相关关系),"③相关分析的分类：完全相关(函数关系);零相关(不相关,没有关系);统计相关(直线关系)",accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0213_L023,WUR,0.3,geology,(倚奇y),(偏奇η),(偏奇η),(x倚y),accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
GeoP0213_L045,WUR,0.3,geology,(1)长期观测资料(大于30年)：目估适线法,1)长期观测资料(大于30年)：目估适线法,1)长期观测资料(大于30年)：目估适线法,(1)长期观测资料(大于30年)：目估适线法,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0217_L024,WUR,0.3,geology,1.长石类(k.Na.Ca的铝硅酸盐),"1.长石类(K,Na,Ca的铝硅酸盐)","1.长石类(K,Na,Ca的铝硅酸盐)",1.长石类(k.Na.Ca的铝硅酸盐),accepted,accepted,0,3,3,gemini:gemini-3-flash-preview
GeoP0217_L034,WUR,0.3,geology,利余AbO3,利余Al2O3,利余Al2O3,利余AbO₃,accepted,accepted,1,3,2,gemini:gemini-3-flash-preview
GeoP0219_L009,WUR,0.3,geology,中性市,中生界,中生界,中性岩,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0219_L027,WUR,0.3,geology,以溶解为主,以溶蚀为主,以溶蚀为主,以溶解为主,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0219_L035,WUR,0.3,geology,具有板理.片理、薄层理石,具有板理、片理、薄层理的,具有板理、片理、薄层理的,具有板理·片理、薄层理岩石,accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
GeoP0220_L006,WUR,0.3,geology,松驰：应力不变，应变随时间增加而减小。,松弛：应变不变，应力随时间增加而减小。,松弛：应变不变，应力随时间增加而减小。,松驰：应力不变，应变随时间增加而减小。,accepted,accepted,0,3,3,gemini:gemini-3-flash-preview
GeoP0220_L022,WUR,0.3,geology,加速蠕变阶段,加速蠕变度阶段,加速蠕变度阶段,加速蠕变阶段,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0221_L004,WUR,0.3,geology,自形自形/半自形/他形,自形 自形/半自形/他形,自形 自形/半自形/他形,'自形自形/半自形/他形,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0221_L014,WUR,0.3,geology,同生矿床：矿体与围岩在同一地质作用。,同生矿床：矿体与围岩在同一地质作用中形成。,同生矿床：矿体与围岩在同一地质作用中形成。,(同生矿床：矿体与围岩在同一地质作用.,accepted,accepted,1,4,3,gemini:gemini-3-flash-preview
GeoP0222_L013,WUR,0.3,geology,二、易需保成矿因素,二、显著的成矿因素,二、显著的成矿因素,二、易聚体成矿因素,accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
GeoP0232_L003,WUR,0.3,geology,单元，是人类开采，利用的对象.,矿体，是人类开采，利用的对象.,矿体，是人类开采，利用的对象.,"单元,是人类开采,利用的对象.",accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0241_L015,WUR,0.3,geology,四个仿锤型轨道,四个纺锤型轨迹,四个纺锤型轨迹,四个仿锤型轨道,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0241_L023,WUR,0.3,geology,eg、八面体配位,eg. 八面体配位,eg. 八面体配位,"eg,八面体配位",accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0243_L004,WUR,0.3,geology,厚：：1.3-3.5m,层厚：1.3~3.5m,层厚：1.3~3.5m,"中厚：：1.3～3.5m
",accepted,accepted,3,4,1,gemini:gemini-3-flash-preview
GeoP0243_L008,WUR,0.3,geology,之间的角义，,之间的夹角，,之间的夹角，,之间的角α，,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0243_L013,WUR,0.3,geology,急斜2：45~90°,急斜：45~90°,急斜：45~90°,急斜2 : 45 ~ 90°,accepted,accepted,4,5,1,gemini:gemini-3-flash-preview
GeoP0243_L014,WUR,0.3,geology,越大不用设备,磁法所用设备,磁法所用设备,越大不用设备,accepted,accepted,0,3,3,gemini:gemini-3-flash-preview
GeoP0243_L015,WUR,0.3,geology,通常层乘,逆断层位,逆断层位,通常层状,accepted,accepted,1,3,2,gemini:gemini-3-flash-preview
FinP0172_L034,WUR,0.3,finance,币，货币天然，是,金，货币天然，是,金，货币天然，是,币，货币天然是,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
FinP0177_L003,WUR,0.3,finance,(2)票面利率,12)层面利率,12)层面利率,（2）票面利率,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
FinP0177_L004,WUR,0.3,finance,(3)债券期限,(2)使用期限,(2)使用期限,(３)债券期限,accepted,accepted,1,3,2,gemini:gemini-3-flash-preview
FinP0179_L009,WUR,0.3,finance,券和基金市场,贵和基金属,贵和基金属,券和基金市场,accepted,accepted,0,3,3,gemini:gemini-3-flash-preview
FinP0179_L040,WUR,0.3,finance,发行）③中间发行,发射）③中间发射,发射）③中间发射,发行)③中间发行:,accepted,accepted,1,3,2,gemini:gemini-3-flash-preview
FinP0180_L019,WUR,0.3,finance,三复式记账.,三复试记账.,三复试记账.,三、复式记账.,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
FinP0180_L030,WUR,0.3,finance,账户结构.,赋存结构.,赋存结构.,账户结构.,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
FinP0183_L022,WUR,0.3,finance,明存货过多。,矿物质过多。,矿物质过多。,明存货过多。,accepted,accepted,0,3,3,gemini:gemini-3-flash-preview
FinP0189_L017,WUR,0.3,finance,现货：当场/天内买方付款.卖,现货：当场10天内买方付款，卖,现货：当场10天内买方付款，卖,现货：当场|n天内买方付款.卖方,accepted,accepted,3,4,1,gemini:gemini-3-flash-preview
FinP0189_L021,WUR,0.3,finance,S一级市场,S一级重场,S一级重场,{一级市场,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
FinP0195_L001,WUR,0.3,finance,②货币互换,②深部互换,②深部互换,②货币互换,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
FinP0196_L017,WUR,0.3,finance,RR：回则利率,RR：回收率,RR：回收率,RR:回则利率,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
FinP0200_L011,WUR,0.3,finance,在金融领域的应用场景,在金属矿领域的应用场景,在金属矿领域的应用场景,在金融领域的应用场景,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
FinP0201_L002,WUR,0.3,finance,“特殊的金融企业”,“特殊的金属矿床”,“特殊的金属矿床”,“特殊的金融企业”,accepted,accepted,0,3,3,gemini:gemini-3-flash-preview
FinP0201_L024,WUR,0.3,finance,非盈利性.流动性、主动性、公开性,非盈利性、流动性、主动性、公开性,非盈利性、流动性、主动性、公开性,非盈利性.流动性、主动性、公开性,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
FinP0201_L037,WUR,0.3,finance,第十章、货币理论,第十章、地质理论,第十章、地质理论,第十章.货币理论,accepted,accepted,1,3,2,gemini:gemini-3-flash-preview
FinP0201_L051,WUR,0.3,finance,4.货币乘数,4.质量参数,4.质量参数,4.货币乘数,accepted,accepted,0,3,3,gemini:gemini-3-flash-preview
FinP0203_L014,WUR,0.3,finance,第三章 金融市场,第三章 钻探磁场,第三章 钻探磁场,第三章金融市场,accepted,accepted,1,4,3,gemini:gemini-3-flash-preview
FinP0204_L023,WUR,0.3,finance,<=刷除价格变动,<=剔除阶梯变动,<=剔除阶梯变动,⇐剔除价格变动,accepted,accepted,3,4,1,gemini:gemini-3-flash-preview
FinP0204_L028,WUR,0.3,finance,[费雪效应],[馈电效应],[馈电效应],[费雪效应],accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
FinP0204_L057,WUR,0.3,finance,信券空向,信号定向,信号定向,债券票面,accepted,accepted,3,4,1,gemini:gemini-3-flash-preview
FinP0204_L061,WUR,0.3,finance,资本利得：每年,设备利用：每年,设备利用：每年,资本利得：每年,accepted,accepted,0,3,3,gemini:gemini-3-flash-preview
FinP0204_L073,WUR,0.3,finance,(P{1:卖出价n:持有年限),(P1: 卖出价 n:持有年限),(P1: 卖出价 n:持有年限),(P₁:卖出价n:持有年限),accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
FinP0204_L075,WUR,0.3,finance,=)持有期收益率=105=,二)持有期收益率=105%,二)持有期收益率=105%,=>持有期收益率:105:,accepted,accepted,3,4,1,gemini:gemini-3-flash-preview
FinP0205_L025,WUR,0.3,finance,(1)：不付现金红利，一年后价格变为22，20，18.时，投资收益率为？,(1)：不付现金红利，一年后价格变为22，20，18时，投资收益率为？,(1)：不付现金红利，一年后价格变为22，20，18时，投资收益率为？,(1):不付现金红利，一年后价格变为22，20，18.时，投资收益率为？,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
FinP0206_L006,WUR,0.3,finance,(3)流动性陷阱,(3)岩性陷阱,(3)岩性陷阱,(3)流动性陷阱,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
FinP0206_L018,WUR,0.3,finance,宽松货币政策,宽松低昂政策,宽松低昂政策,宽松货币政策,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
FinP0208_L006,WUR,0.3,finance,给减少;刺激借款意愿和投资，资金需求增加，利率上升。,供给减少；刺激借款意愿和投资，资金需求增加，利率上升。,供给减少；刺激借款意愿和投资，资金需求增加，利率上升。,给减少;刺激借款意愿和投资，资金需求增加，利率上升。,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
FinP0208_L009,WUR,0.3,finance,借款期限和风险期限长，风险大，利率高,勘探期限和风险期限长，风险大，利率高,勘探期限和风险期限长，风险大，利率高,借款期限和风险期限长，风险大，利率高，,accepted,accepted,1,3,2,gemini:gemini-3-flash-preview
FinP0210_L015,WUR,0.3,finance,2.古典学派,2.克典学派,2.克典学派,2.古典学派,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0201_L018,WUR,0.3,medicine,肝硬化+腹水,矽化+脱水,矽化+脱水,肝硬化+腹水,accepted,accepted,0,3,3,gemini:gemini-3-flash-preview
MedP0201_L025,WUR,0.3,medicine,无肾买质改变,无性质改变,无性质改变,无肾实质政变,accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
MedP0201_L039,WUR,0.3,medicine,血性腹水,延性脆性,延性脆性,血性腹水,accepted,accepted,0,3,3,gemini:gemini-3-flash-preview
MedP0202_L004,WUR,0.3,medicine,分区：臀区,分层区：臂区,分层区：臂区,分区:臀区,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
MedP0203_L026,WUR,0.3,medicine,(3)体位改变：卧位变为立位时，回心血量减,(3)体位改变：卧位变为立位时，回心血量减少,(3)体位改变：卧位变为立位时，回心血量减少,(3)体位改变：卧位变为立位时，回心血量减,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0206_L031,WUR,0.3,medicine,顺钟向转房,顺钟向转层,顺钟向转层,顺钟向转房,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0210_L003,WUR,0.3,medicine,循环系统常见三联征：,循环系统常见三联症：,循环系统常见三联症：,循环系统常见三联征：,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0210_L039,WUR,0.3,medicine,PTE需结合影像,PTE需结合录像,PTE需结合录像,PTE需结合影像,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0210_L105,WUR,0.3,medicine,7.高血压急症三联征：,7.高压急症三联征：,7.高压急症三联征：,7.高血压急症三联征：,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0218_L032,WUR,0.3,medicine,肝一木（子),肝一木(2),肝一木(2),肝—木(子),accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
MedP0222_L018,WUR,0.3,medicine,CB(结合胆红素,CB(结合胆红素),CB(结合胆红素),CB(结合胆红素,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0224_L004,WUR,0.3,medicine,1、域电位水平.,八阈电位水平.,八阈电位水平.,1、阈电位水平，,accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
MedP0228_L012,WUR,0.3,medicine,洋地黄特别适用于,详地质特别适用于,详地质特别适用于,洋地黄特别适用于,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
MedP0231_L020,WUR,0.3,medicine,(小量多见),(少量多见),(少量多见),(小量多见),accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0231_L021,WUR,0.3,medicine,3.临床表现,3.矿床表现,3.矿床表现,3.临床表现,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0232_L010,WUR,0.3,medicine,局部水肿.,局部水冲.,局部水冲.,局部水肿.,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0234_L029,WUR,0.3,medicine,狼疮抗凝物。(相毒）,狼疮抗凝物。(筛查）,狼疮抗凝物。(筛查）,狼疮抗凝物.(梅毒),accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
MedP0234_L052,WUR,0.3,medicine,(不蚀性关节员),(不连续性关节面),(不连续性关节面),(不侵蚀性关节炎),accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
MedP0235_L019,WUR,0.3,medicine,(4)酸性：酸性天冬浴,(4)酸性：酸性天然熔,(4)酸性：酸性天然熔,(4)酸性：酸性天冬谷,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
MedP0235_L020,WUR,0.3,medicine,(酸性结合OH-带负电)两个-COOH,(碱性结合OH-带负电)两个-COOH,(碱性结合OH-带负电)两个-COOH,(酸性结合OH⁻带负电)两个-COOH,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
MedP0235_L027,WUR,0.3,medicine,含酰氨基团：天冬谷酸性AA),含酰胺基团：天冬、谷(酸性AA),含酰胺基团：天冬、谷(酸性AA),含酰氨基团：天冬谷(酸性AA),accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
MedP0240_L044,WUR,0.3,medicine,①中枢神经系统知病,①中枢神经系统诊断,①中枢神经系统诊断,①中枢神经系统疾病,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
MedP0242_L017,WUR,0.3,medicine,肺(阳中之少阴),肺(阳中之太阴),肺(阳中之太阴),肺(阳中之少阴),accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0242_L032,WUR,0.3,medicine,(二)生理功能,(二) 生理功能,(二) 生理功能,(二)生理功能,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0245_L008,WUR,0.3,medicine,2.泵血过程,2.泵吸过程,2.泵吸过程,2.泵血过程,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0247_L025,WUR,0.3,medicine,1、一般形态：(1)椎体,一、一般形态：(1)椎体,一、一般形态：(1)椎体,1、一般形态：(1)椎体,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0247_L039,WUR,0.3,medicine,(二)胸骨：1.分为胸骨柄.胸骨体和剑突三部分,(二)胸骨：1.分为胸骨柄、胸骨体和剑突三部分,(二)胸骨：1.分为胸骨柄、胸骨体和剑突三部分,(二)胸骨:1.分为胸骨柄.胸骨体和剑突三部分,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
MedP0249_L046,WUR,0.3,medicine,肩关节、肘关节.,肩关节、肘关节、,肩关节、肘关节、,肩关节.肘关节.,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0199_L011,DGCR,0.3,geology,{深部 韧性剪切带,{深部 韧性剪切带},{深部 韧性剪切带},{深部韧性剪切带,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0199_L055,DGCR,0.3,geology,(枢纽断层(旋转),(枢纽断层(旋转)),(枢纽断层(旋转)),(枢纽断层(旋转),accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0199_L091,DGCR,0.3,geology,限制(被限制的映),限制 (被限制的层),限制 (被限制的层),限制(被限制的晚),accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0199_L111,DGCR,0.3,geology,如地层关系的变化,如，地层关系的变化,如，地层关系的变化,如地层关系的变化,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0200_L044,DGCR,0.3,geology,羽状节理与主断层所交,羽状节理与主断层斜交,羽状节理与主断层斜交,羽状节理与主断层所交,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0200_L067,DGCR,0.3,geology,破劈理→是岩石中的一组密集的剪切破裂面.,破劈理 → 是岩石中的一组密集的剪切破裂面.,破劈理 → 是岩石中的一组密集的剪切破裂面.,破劈理->是岩石中的一组密集的剪切破裂面.,accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
GeoP0201_L005,DGCR,0.3,geology,五、水文地质概述、地下水循环及物化性质,五、水文地质概况、地下水循环及物化性质,五、水文地质概况、地下水循环及物化性质,五、水文地质概述、地下水循环及物化性质,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0201_L023,DGCR,0.3,geology,(2)分类：成岩裂隙(原生)；构造裂隙(由应力产生)；风化裂隙(风化).,(2)分类：成岩裂隙(原生)；构造裂隙(由应力产生)；风化裂隙(次生).,(2)分类：成岩裂隙(原生)；构造裂隙(由应力产生)；风化裂隙(次生).,(2)分类：成岩裂隙(原生)；构造裂隙(由应力产生)；风化裂隙(风化).,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0201_L032,DGCR,0.3,geology,的主要因素：排列方式、分选程度、胶结程度、颗粒形状,的影响因素：排列方式、分选程度、胶结程度、颗粒形状、,的影响因素：排列方式、分选程度、胶结程度、颗粒形状、,的主要因素：排列方式、分选程度、胶结程度、颗粒形状、,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0202_L014,DGCR,0.3,geology,(2)毛细水：在毛细力作用下，保持在细小孔隙构成的毛细管道中的水，存在,(2)毛细水：在毛细力作用下，保持在细小孔隙构成的毛细管道中的水，存在，,(2)毛细水：在毛细力作用下，保持在细小孔隙构成的毛细管道中的水，存在，,(2)毛细水：在毛细力作用下，保持在细小孔隙构成的毛细管道中的水，存在,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0202_L029,DGCR,0.3,geology,强、给水度低、透水性差,强、给水度低、透水性差。,强、给水度低、透水性差。,强、给水度低、透水性差,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0203_L010,DGCR,0.3,geology,(4)当隔水层分布较广时可作为小型生活水源,(4)当含水层分布较广时可作为小型生活水源。,(4)当含水层分布较广时可作为小型生活水源。,(4)当隔水层分布较广时可作为小型生活水源,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0203_L023,DGCR,0.3,geology,过上下部的含水层进行越流排泄,通过上下部的含水层进行越流排泄,通过上下部的含水层进行越流排泄,过上下部的含水层进行越流排泄,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0207_L014,DGCR,0.3,geology,含水层入渗系数,含水层渗透系数,含水层渗透系数,含水层入渗系数,accepted,accepted,0,2,2,gemini:gemini-3-flash-preview
GeoP0207_L035,DGCR,0.3,geology,含水层变幅内平均给水度,7)含水层变幅内平均给水度,7)含水层变幅内平均给水度,>含水层变幅内平均给水度,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0207_L037,DGCR,0.3,geology,弹性给水度,弹性释水度,弹性释水度,3弹性给水度,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0208_L011,DGCR,0.3,geology,(1)含水层空隙中水由于水压力降低而膨胀释放出来的重力水共同作用,(1)含水层空隙中水由于水压力降低而膨胀释放出来的弹性水共同作用,(1)含水层空隙中水由于水压力降低而膨胀释放出来的弹性水共同作用,(1)含水层空隙中水由于水压力降低而膨胀释放出来的重力水}共同作用,accepted,accepted,1,3,2,gemini:gemini-3-flash-preview
GeoP0212_L004,DGCR,0.3,geology,2.Cs越大，频率曲线中部上端越陡，中段曲率变大，下端变平缓,2. Cs越大，频率曲线上端越陡，中段曲率变大，下端变平缓,2. Cs越大，频率曲线上端越陡，中段曲率变大，下端变平缓,2.Cs越大，频率曲线中部上端越陡，中段曲率变大，下端变平缓,accepted,accepted,0,3,3,gemini:gemini-3-flash-preview
GeoP0215_L014,DGCR,0.3,geology,(1)同频率放大法：要求放大后的设计洪水过程线的峰和不同时段的,(1)同频率放大法：要求放大后的设计洪水过程线的洪峰和不同时段的,(1)同频率放大法：要求放大后的设计洪水过程线的洪峰和不同时段的,(1)同频率放大法：要求放大后的设计洪水过程线的峰和不同时段的,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0216_L031,DGCR,0.3,geology,(水科院水文所公式)，适用于：一般条,(水科院水文所公式)，适用于：一般条件,(水科院水文所公式)，适用于：一般条件,(水科院水文所公式)，适用于：一般条,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0217_L010,DGCR,0.3,geology,物理风化作用：只发生机械破碎而化学成分未改变的风化作用只暗碎,物理风化作用：只发生机械破碎而化学成分未改变的风化作用。只崩碎。,物理风化作用：只发生机械破碎而化学成分未改变的风化作用。只崩碎。,物理风化作用：只发生机械破碎而化学成分未改变的风化作用只嚼碎了,accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
GeoP0218_L004,DGCR,0.3,geology,酸性斜长石>基性斜长石.,酸性斜长石>中性斜长石.,酸性斜长石>中性斜长石.,酸性斜长石>基性斜长石.,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0218_L031,DGCR,0.3,geology,一般情况下.只发生机械破碎，而无化学分解.,一般情况下，只发生机械破碎，而无化学分解.,一般情况下，只发生机械破碎，而无化学分解.,"一般情况下.只发生机械破碎,而无化学分解.",accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0220_L006,DGCR,0.3,geology,松驰：应力不变，应变随时间增加而减小。,松弛：应变不变，应力随时间增加而减小。,松弛：应变不变，应力随时间增加而减小。,松驰：应力不变，应变随时间增加而减小。,accepted,accepted,0,3,3,gemini:gemini-3-flash-preview
GeoP0221_L014,DGCR,0.3,geology,同生矿床：矿体与围岩在同一地质作用。,同生矿床：矿体与围岩在同一地质作用中。,同生矿床：矿体与围岩在同一地质作用中。,(同生矿床：矿体与围岩在同一地质作用.,accepted,accepted,1,2,1,gemini:gemini-3-flash-preview
GeoP0222_L013,DGCR,0.3,geology,二、易需保成矿因素,二、显著的成矿因素,二、显著的成矿因素,二、易聚体成矿因素,accepted,accepted,2,3,1,gemini:gemini-3-flash-preview
GeoP0224_L004,DGCR,0.3,geology,①米氏符号为截距系数的倒数比，为互质数,①米氏符号为截距系数的倒数比，为互质整数,①米氏符号为截距系数的倒数比，为互质整数,①米氏符号为截距系数的倒数比，为互质数,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0224_L010,DGCR,0.3,geology,注、面网密度越大，晶面在晶轴上的截距系数越简单(单位面(111)面网密度最大),注：面网密度越大，晶面在晶轴上的截距系数越简单(单位面(111)面网密度最大),注：面网密度越大，晶面在晶轴上的截距系数越简单(单位面(111)面网密度最大),注、面网密度越大，晶面在晶轴上的截距系数越简单(单位面(111)面网密度最大),accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0225_L007,DGCR,0.3,geology,结晶学：研究矿物晶体的化学组成和内部结构，生成和变化，外部形态，物理性质以及相关关系的科学。,结晶学：研究矿物晶体的化学组成和内部结构，生成和变化，外部形态，物理性质以及相互关系的科学。,结晶学：研究矿物晶体的化学组成和内部结构，生成和变化，外部形态，物理性质以及相互关系的科学。,结晶学：研究矿物晶体的化学组成和内部结构，生成和变化，外部形态，物理性质以及相关关系的科学。,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0225_L008,DGCR,0.3,geology,晶体光学：研究可见光透明晶体所产生的一系列光学形象及规律的科学,晶体光学：研究可见光透明晶体所产生的一系列光学现象及规律的科学,晶体光学：研究可见光透明晶体所产生的一系列光学现象及规律的科学,晶体光学:研究可见光透明晶体所产生的一系列光学形象及规律的科学,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0225_L054,DGCR,0.3,geology,晶面(晶体最外层面网)是平行向外推移面生长的。,晶面(晶体最外层面网)是平行向外推移而生长的.,晶面(晶体最外层面网)是平行向外推移而生长的.,晶面(晶体最外层面网)是平行向外推移面生长的。,accepted,accepted,0,1,1,gemini:gemini-3-flash-preview
GeoP0226_L002,DGCR,0.3,geology,在晶体生长过程中，面网密度小的晶面将逐渐缩小以至消失，面网密度大的晶面则相对增大而成为实际,在晶体生长过程中，面网密度小的晶面将逐渐缩小，以至消失，面网密度大的晶面则相对增大而成为实际晶面,在晶体生长过程中，面网密度小的晶面将逐渐缩小，以至消失，面网密度大的晶面则相对增大而成为实际晶面,"在晶体生长过程中,面网密度小的晶面将逐渐缩小以至消失,面网密度大的晶面则相对增大而成为实际",accepted,accepted,0,3,3,gemini:gemini-3-flash-preview
